#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
409,,Xavier Mous,0,0,28.25,60.62,0.5,35.77
410,,Jeremy Van Mullem,0,0,13.15,72.11,1.78,52
411,,Wout Brama,0,0,13.55,84.56,3.27,46.67
412,,Thomas Buitink,0.1,0,5.24,68.18,1.62,44.44
413,,Oskar Buur,0,0,13.38,64.95,2.63,21.21
414,,Sebbe Augustijns,0,0,5,66.67,0.33,50
415,,David Sambissa,0.11,0.06,7.89,68.31,1.89,30
416,,Djevencio van der Kust,0.25,0,25.75,83.01,4.38,41.67
417,,Jasin Assehnoun,0.03,0.03,9.72,80.85,2.9,75
418,,Jacky Donkor,0,0,4.67,60.71,1.17,25
419,,Josh Flint,0.08,0.08,23.08,69.68,3.08,26.42
420,,Vasilios Sourlis,0,0,3.5,85.71,0,0
421,,Youri Schoonderwaldt,0,0,20.5,80.49,0,60
422,,Antoni Milambo,0,0,4,83.33,0.67,0
423,,Lucas Ocampos,0,0,16.25,89.23,5.5,100
424,,Ben Scholte,0,0,5.86,63.41,1,22.22
425,,Yorbe Vertessen,0.13,0,5,67.5,1.75,66.67
426,,Saïd Bakari,0.08,0.08,14.08,79.51,3.65,40.91
427,,Sven Nieuwpoort,0.04,0,25.13,88.93,0.96,46.67
428,,Mauro Júnior,0.17,0,23.33,84.29,5.17,40
429,,Aimar Sher,0,0,8.33,76,2.17,0
430,,Luuk Wouters,0,0,11.17,80.6,1.5,44.44
431,,Luciano Valente,0,0,13.75,72.36,3.8,64.29
432,,Romaric Yapi,0,0,7.38,69.49,1.88,46.15
433,,Stipe Radić,0,0,20.71,87.59,1.43,57.14
434,,Mike van Duinen,0,0,5.39,61.59,1.14,42.86
435,,Dennis Vos,0,0,42,87.3,7.17,42.11
436,,Daan Reiziger,0,0,23.63,43.92,1.38,28.77
437,,Ezequiel Bullaude,0,0.11,6.89,90.32,2.22,100
438,,Alex Timossi Andersson,0.08,0,3.17,73.68,0.83,50
439,,Sylla Sow,0,0,6.79,76.07,2.67,25
440,,Fredrik André Bjørkan,0,0,39,79.49,12,0
441,,Chris Lokesa,0,0,7,100,1,0
442,,Givairo Read,0,0,2,50,0,0
443,,Jan Bekkema,0,0,2,50,0,50
444,,Lisandro Magallán,0,0,5.5,72.73,0,0
445,,Elias Hoff Melkersen,0,0,3,50,0.5,0
446,,Aventis Aventisian,0,0,3.5,71.43,0.5,0
447,,Vincent Pichel,0,0,3.25,69.23,1.5,0
448,,Azzeddine Toufiqui,0,0,5.4,66.67,2,66.67
449,,Mickael Tirpan,0.2,0,25.6,79.69,3.8,52
450,,Mohammed Tahiri,0,0,1.67,50,0.33,0
451,,Jason Lokilo,0,0,11.43,80,3.71,40
452,,Terry Sanniez,0,0,9.44,89.41,0.56,45.45
453,,Noah Naujoks,0,0,9,74.07,2.58,37.5
454,,Cole Bassett,0,0,8.55,79.79,1.91,71.43
455,,Nathan Markelo,0.07,0,10.64,81.21,1.29,35.71
456,,Joshua Eijgenraam,0,0,15.77,76.1,1.77,52.38
457,,Rui Mendes,0.17,0.17,16.78,67.55,5.94,11.11
458,,Raphaël Eyongo,0,0,3.4,52.94,0.8,0
459,,Eric Oelschlägel,0,0,37.22,66.87,0.56,34.76
460,,Paulos Abraham,0,0,15.75,76.98,4.38,62.5
461,,Pim Saathof,0,0,2.67,87.5,1,0
462,,Rémy Vita,0,0,14.96,81.93,3.22,47.92
463,,Mattijs Branderhorst,0,0,29,51.72,0.5,36.36
464,,Darius Johnson,0,0,3,66.67,1.5,0
465,,Jordi Blom,0,0,4,50,1.5,0
466,,Danny Hoesen,0,0,2.75,63.64,0.75,0
467,,Thierry Lutonda,0.06,0.06,28.15,78.04,4.97,41.33
468,,Nathan Tjoe-A-On,0.03,0.03,30.14,76.77,4.34,46.9
469,,Ben Rienstra,0,0,17.25,79.71,2.5,50
470,,Rami Kaib,0,0,12.95,66.54,2.95,31.03
471,,Arnaud Luzayadio,0,0,10,70,4,100
472,,Daan Huisman,0,0,5.5,81.82,1,100
473,,Gyan de Regt,0,0,1.5,33.33,0,0
474,,Imran Nazih,0,0,8,79.17,2.33,100
475,,Ilias Bronkhorst,0,0,3.75,66.67,0.75,0
476,,Omar Rekik,0,0,1.83,90.91,0.17,0
477,,Daniel Karlsbakk,0,0,3.8,57.89,1,0
478,,Isak Dybvik Määttä,0.15,0.03,29.12,72.32,6.58,36.94
479,,Damil Dankerlui,0.11,0.06,17.72,71.47,3.5,38.46
480,,Oussama Darfalou,0,0,6,68.75,2,50
481,,Ferro,0,0,39.11,72.73,3.56,43.42
482,,Derensili Sanches Fernandes,0,0,8,79.17,2.67,66.67
483,,Matěj Chaluš,0,0,33,74.62,2,30
484,,Nordin Musampa,0.13,0.13,22.38,75.98,2.38,54.29
485,,Toni Domgjoni,0.14,0,13.57,71.58,2.86,14.29
486,,Fodé Fofana,0,0,4,50,1,0
487,,Patrick Joosten,0,0,3,100,1,0
488,,Maurilio de Lannoy,0,0,12,66.67,4,0
489,,Luca Everink,0,0,9,66.67,2,0
490,,Dean James,0,0,17.29,76.86,4.29,38.1
491,,Billy van Duijl,0,0,27.67,77.11,0.67,33.33
492,,Michael Heylen,0,0,18.09,74.37,1.91,45
493,,Albert Lottin,0,0,5,80,3,100
494,,Mike van Beijnen,0,0,3,100,2,0
495,,Joey Antonioli,0,0,11,72.73,5,50
496,,Jorg Schreuders,0,0,27,67.41,3.8,32.26
497,,Charles-Andreas Brym,0,0,1.5,66.67,1,0
498,,Justin Bakker,0,0,39.33,72.03,6,39.39
499,,Yanick van Osch,0,0,35,60,3,47.5
500,,Jeroen Houwen,0,0,19.67,64.41,0.33,20.83
501,,Maikel Kieftenbeld,0,0,45,80,5,50
502,,Bret Minnema,0,0,34,55.88,2,39.13
503,,Hans Mulder,0,0,2,75,0,0
504,,Timo Zaal,0,0,0,0,0,0
505,,Casper Staring,0,0,1,0,0,0
506,,Luuk Admiraal,0,0,2,100,0,0
507,,Dylan van Wageningen,0,0,0,0,0,0
508,,Rayvien Rosario,0,0,0,0,0,0
509,,Dano Lourens,0,0,0,0,0,0
510,,Sander Sybrandy,0,0,1,100,1,0
511,,Christian Kjelder Rasmussen,0,0,1.5,100,1,0
512,,Patrick Brouwer,0,0,0.5,0,0,0
