Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Alexandru Paşcanu,0.06,0.06,66.67,0.5,0.03,0.0,1.61,0.97,0.0,4.03,0.0,0.31,0.14,0.08,46.22,85.22,1.97,33.83,0.0,0.25,0.0,0.0,1.08,0.14,0.28,0.0,60.32,63.2,0.22,0.61,36,2,2,La Liga 2,2
Juanjo Nieto,0.0,0.0,75.0,0.0,0.0,0.0,2.0,0.5,0.0,1.5,0.0,0.33,0.0,0.0,12.67,76.32,2.33,50.0,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.0,60.0,71.05,1.0,1.17,6,2,2,La Liga 2,2
Dani Tasende,0.08,0.08,34.48,0.82,0.0,0.0,1.32,1.13,0.03,1.79,0.0,0.63,0.21,0.03,36.76,76.31,7.71,37.98,0.0,0.24,0.0,0.0,1.0,0.16,0.16,0.0,46.27,54.92,1.13,0.71,38,1,2,La Liga 2,2
Iván Gil,0.15,0.07,47.73,1.93,0.0,0.0,0.52,0.19,0.0,0.07,0.0,0.59,0.15,0.04,35.93,90.62,13.96,70.69,0.0,0.04,0.0,0.0,0.67,0.0,0.07,0.0,25.0,45.04,0.78,0.3,27,1,3,La Liga 2,2
Antonio Sivera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.8,0.0,0.02,0.0,0.0,28.54,67.26,1.41,40.66,2.07,0.39,0.12,0.05,0.63,0.15,0.07,0.0,100.0,76.92,0.07,0.05,41,2,1,La Liga 2,2
José Campaña,0.24,0.0,50.0,0.57,0.0,0.0,1.19,0.33,0.0,0.33,0.0,0.71,0.24,0.0,30.1,83.7,7.05,54.05,0.0,0.0,0.0,0.0,0.29,0.14,0.19,0.0,50.0,48.55,0.9,0.57,21,2,3,La Liga 2,2
Luca Zidane,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.03,0.29,0.03,0.0,0.0,0.0,30.52,68.18,1.42,45.44,2.29,0.45,0.1,0.0,0.71,0.1,0.1,0.0,100.0,91.67,0.0,0.03,31,2,1,La Liga 2,2
Salva Sevilla,0.08,0.08,72.0,1.11,0.0,0.0,0.78,0.44,0.0,0.5,0.03,0.56,0.11,0.06,39.89,85.45,11.61,60.77,0.0,0.03,0.0,0.0,0.42,0.08,0.33,0.0,52.94,50.98,0.64,0.67,36,3,3,La Liga 2,2
Jordi Pola,0.0,0.0,0.0,0.14,0.0,0.0,1.14,1.29,0.0,2.86,0.0,0.0,0.0,0.0,32.14,78.67,2.43,43.75,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.0,76.19,78.79,0.29,0.29,7,1,2,La Liga 2,2
Lander Olaetxea,0.08,0.13,68.18,0.74,0.03,0.0,2.18,1.23,0.03,2.41,0.0,1.0,0.1,0.08,33.95,75.23,4.72,40.3,0.0,0.23,0.0,0.0,0.87,0.13,0.26,0.0,58.94,56.02,1.05,1.51,39,2,3,La Liga 2,2
Vicente Iborra,0.06,0.22,65.0,0.83,0.06,0.0,1.36,0.86,0.06,1.92,0.0,0.94,0.08,0.0,40.69,83.0,6.28,58.5,0.0,0.44,0.0,0.0,0.39,0.08,0.19,0.0,58.52,55.49,1.03,1.06,36,3,3,La Liga 2,2
Javier Ontiveros,0.12,0.0,51.14,1.36,0.0,0.0,1.32,0.2,0.0,0.2,0.0,0.72,0.16,0.08,23.28,75.77,6.88,41.54,0.0,0.0,0.0,0.0,0.48,0.12,0.16,0.0,52.63,55.11,1.44,0.84,25,2,3,La Liga 2,2
Alvaro Mantilla,0.0,0.0,100.0,0.07,0.0,0.0,1.14,0.86,0.0,3.79,0.0,0.43,0.14,0.07,17.36,65.02,2.57,46.43,0.0,0.21,0.0,0.0,0.43,0.0,0.29,0.0,45.16,55.71,0.57,0.43,14,1,2,La Liga 2,2
Giorgi Makaridze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.57,0.0,0.29,0.0,0.0,27.86,77.44,0.43,43.06,3.29,0.29,0.29,0.14,1.0,0.29,0.14,0.0,100.0,66.67,0.29,0.14,7,3,1,La Liga 2,2
Alberto del Moral,0.03,0.05,70.0,0.38,0.0,0.0,1.84,1.62,0.03,1.73,0.0,1.19,0.08,0.08,52.78,85.36,6.76,66.32,0.0,0.32,0.0,0.0,1.03,0.16,0.16,0.05,52.59,55.84,1.68,1.27,37,1,3,La Liga 2,2
Nikola Šipčić,0.03,0.1,75.0,0.7,0.03,0.0,1.1,1.03,0.0,3.43,0.0,0.3,0.03,0.0,33.47,80.18,2.73,47.88,0.0,0.27,0.0,0.0,0.53,0.13,0.27,0.0,64.04,60.12,0.27,0.8,30,2,2,La Liga 2,2
Iker Undabarrena,0.0,0.0,55.56,0.15,0.0,0.0,1.97,1.61,0.0,1.06,0.03,0.85,0.06,0.06,48.52,85.88,8.03,61.34,0.0,0.12,0.0,0.0,0.73,0.09,0.21,0.0,60.0,57.61,1.58,1.39,33,2,3,La Liga 2,2
Pêpê,0.0,0.0,70.0,0.47,0.0,0.0,1.53,0.47,0.0,0.71,0.0,0.82,0.06,0.29,44.41,86.75,9.94,78.48,0.0,0.12,0.0,0.0,0.82,0.12,0.24,0.0,33.33,52.88,0.71,1.06,17,2,3,La Liga 2,2
Pablo Martínez,0.07,0.0,57.14,1.19,0.0,0.0,1.04,0.67,0.0,0.7,0.0,0.52,0.15,0.07,27.0,83.4,7.59,56.67,0.0,0.19,0.0,0.0,0.41,0.04,0.11,0.04,40.63,45.75,0.48,0.93,27,2,3,La Liga 2,2
Álex Gallar,0.05,0.0,53.13,1.0,0.0,0.0,0.74,0.32,0.0,0.05,0.0,0.53,0.26,0.21,22.21,79.86,8.05,32.0,0.0,0.0,0.0,0.0,0.74,0.05,0.0,0.0,28.57,48.57,0.95,0.42,19,3,3,La Liga 2,2
Kenneth Omeruo,0.05,0.09,100.0,0.32,0.05,0.0,0.91,1.09,0.0,4.0,0.0,0.32,0.05,0.05,31.68,77.76,2.09,36.84,0.0,0.18,0.0,0.0,0.82,0.14,0.14,0.0,57.35,58.97,0.32,0.55,22,2,2,La Liga 2,2
Carlos Neva,0.07,0.0,28.57,0.44,0.0,0.0,0.96,0.85,0.0,2.07,0.0,0.26,0.11,0.11,38.22,78.0,8.22,34.97,0.0,0.33,0.0,0.0,0.48,0.11,0.07,0.0,33.33,48.99,0.78,0.19,27,2,2,La Liga 2,2
Juergen Elitim,0.07,0.03,64.86,0.93,0.0,0.99,1.55,0.9,0.0,0.34,0.0,1.0,0.03,0.0,35.41,85.59,7.86,50.0,0.0,0.1,0.0,0.0,0.52,0.03,0.28,0.03,25.0,49.0,1.52,1.21,29,1,3,La Liga 2,2
Pejiño,0.18,0.03,54.49,2.33,0.0,0.0,1.09,0.27,0.0,0.18,0.0,0.64,0.15,0.12,20.24,79.49,8.76,68.63,0.0,0.03,0.0,0.0,0.39,0.06,0.09,0.0,33.33,49.85,1.33,0.7,33,2,3,La Liga 2,2
Juan Berrocal,0.03,0.0,66.67,0.21,0.03,0.0,0.94,1.03,0.03,2.7,0.0,0.24,0.03,0.0,51.64,86.62,2.73,50.83,0.0,0.45,0.0,0.0,0.61,0.06,0.33,0.0,61.83,56.82,0.33,1.12,33,1,2,La Liga 2,2
Tomeu Nadal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,27.35,56.77,1.18,43.98,2.71,0.29,0.18,0.0,0.94,0.06,0.0,0.0,100.0,100.0,0.06,0.0,17,3,1,La Liga 2,2
Mamadou Fall,0.12,0.08,50.0,0.44,0.12,0.0,0.96,1.32,0.0,4.16,0.0,0.4,0.0,0.0,44.4,81.98,2.6,40.96,0.0,0.28,0.0,0.0,0.8,0.24,0.24,0.04,59.32,56.45,0.32,0.64,25,1,2,La Liga 2,2
Carlo Adriano García,0.09,0.03,54.55,0.8,0.0,0.0,2.09,1.09,0.0,0.63,0.0,0.94,0.06,0.06,46.23,86.9,6.94,62.5,0.0,0.2,0.0,0.0,0.94,0.17,0.2,0.0,46.38,51.06,0.6,1.06,35,1,3,La Liga 2,2
Aitor Sanz,0.03,0.0,67.74,0.32,0.0,0.0,2.68,1.32,0.0,0.68,0.05,1.32,0.05,0.0,42.03,83.41,6.57,62.91,0.0,0.08,0.0,0.0,0.68,0.14,0.41,0.03,60.0,54.23,0.73,1.62,37,3,3,La Liga 2,2
Daniel Rebollo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,51.79,2.0,27.03,1.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,2,1,1,La Liga 2,2
Seydouba Cisse,0.12,0.03,67.31,0.79,0.03,0.0,1.76,0.55,0.0,0.36,0.0,1.12,0.12,0.06,32.7,84.34,7.64,62.16,0.0,0.12,0.0,0.0,0.67,0.03,0.27,0.0,45.28,51.66,1.18,1.12,33,1,3,La Liga 2,2
Waldo Rubio Marín,0.19,0.1,50.0,2.19,0.0,0.0,0.77,0.39,0.0,0.29,0.0,0.84,0.19,0.06,24.61,71.3,9.23,52.24,0.0,0.06,0.0,0.0,0.48,0.06,0.19,0.0,40.63,36.76,0.13,0.74,31,2,3,La Liga 2,2
Miguel Atienza,0.03,0.0,70.0,0.33,0.03,0.0,1.95,1.5,0.0,2.05,0.0,1.05,0.05,0.03,31.58,81.0,4.83,58.27,0.0,0.28,0.0,0.0,0.48,0.1,0.28,0.0,61.07,54.42,0.78,1.25,40,1,3,La Liga 2,2
Pol Moreno,0.0,0.03,50.0,0.39,0.0,0.0,1.48,1.0,0.0,3.03,0.0,0.42,0.03,0.0,27.76,78.28,2.03,42.21,0.0,0.33,0.0,0.0,0.55,0.12,0.06,0.0,52.46,56.81,0.18,0.52,33,2,2,La Liga 2,2
Ruben Bover Izquierdo,0.14,0.0,63.33,0.86,0.0,0.89,0.82,0.25,0.0,0.39,0.0,0.68,0.04,0.11,29.5,90.56,8.36,78.72,0.0,0.04,0.0,0.0,0.39,0.0,0.11,0.0,38.89,50.0,0.96,0.57,28,3,3,La Liga 2,2
Sergio Bermejo,0.15,0.06,54.02,1.52,0.0,0.0,1.0,0.94,0.0,0.24,0.0,0.7,0.18,0.12,23.39,83.29,8.52,72.09,0.0,0.06,0.0,0.0,0.45,0.09,0.09,0.0,40.48,44.14,1.52,1.42,33,2,3,La Liga 2,2
Adrià Vilanova,0.0,0.07,75.0,0.44,0.0,0.0,0.48,0.26,0.0,1.44,0.0,0.15,0.07,0.11,71.26,91.74,9.11,57.25,0.0,0.19,0.0,0.0,0.63,0.07,0.04,0.0,54.84,53.85,0.37,0.59,27,2,2,La Liga 2,2
Dani Raba,0.13,0.06,48.15,1.23,0.0,0.0,0.87,0.23,0.0,0.39,0.0,0.77,0.29,0.1,17.23,73.41,6.06,61.22,0.0,0.0,0.0,0.0,0.45,0.06,0.32,0.0,34.15,46.22,2.35,1.65,31,2,4,La Liga 2,2
Riki Rodríguez,0.03,0.0,57.58,0.78,0.0,0.0,1.7,0.97,0.03,0.81,0.0,0.84,0.05,0.03,39.03,81.99,10.16,50.78,0.0,0.11,0.0,0.0,0.89,0.14,0.27,0.03,35.29,50.18,1.16,1.11,37,2,3,La Liga 2,2
Víctor Díaz,0.03,0.0,50.0,0.52,0.03,0.0,1.52,1.24,0.0,2.72,0.0,0.52,0.0,0.0,46.21,81.64,4.28,43.37,0.0,0.21,0.0,0.0,0.48,0.1,0.21,0.0,48.1,55.35,0.17,0.45,29,3,2,La Liga 2,2
Andrei Rațiu,0.05,0.03,57.63,0.47,0.03,0.0,1.82,0.89,0.0,2.13,0.0,0.82,0.08,0.13,25.97,72.64,4.34,41.96,0.0,0.37,0.0,0.0,0.74,0.08,0.13,0.0,60.61,54.6,0.53,0.71,38,2,2,La Liga 2,2
Sergio Postigo,0.0,0.05,100.0,0.24,0.0,0.0,0.67,1.05,0.0,2.95,0.05,0.1,0.0,0.0,43.76,86.72,3.71,57.55,0.0,0.38,0.0,0.0,0.48,0.05,0.29,0.0,46.88,50.0,0.33,0.86,21,3,2,La Liga 2,2
Lluís López,0.03,0.06,85.71,0.39,0.03,0.0,1.42,0.84,0.03,3.13,0.0,0.16,0.0,0.0,59.52,84.93,3.71,49.32,0.0,0.29,0.0,0.0,0.71,0.16,0.26,0.0,53.01,54.89,0.23,1.16,31,2,2,La Liga 2,2
Óscar Pinchi,0.16,0.13,45.05,1.66,0.0,0.0,1.29,0.39,0.0,0.16,0.0,0.68,0.16,0.05,22.03,71.21,6.21,47.54,0.0,0.08,0.0,0.0,0.66,0.16,0.11,0.0,39.19,45.29,1.58,1.39,38,2,4,La Liga 2,2
Asier Riesgo,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.48,0.0,0.0,0.0,0.03,21.76,65.18,0.73,42.03,2.06,0.39,0.12,0.03,0.79,0.12,0.03,0.0,85.71,91.67,0.15,0.0,33,3,1,La Liga 2,2
Lucas Ahijado,0.0,0.0,61.64,0.43,0.0,0.0,2.63,0.85,0.0,1.68,0.0,0.78,0.18,0.15,29.13,74.59,5.15,41.38,0.0,0.35,0.0,0.0,0.68,0.1,0.15,0.0,40.74,53.04,0.5,1.0,40,2,2,La Liga 2,2
Alberto Escassi,0.06,0.03,62.5,0.56,0.03,0.0,1.26,1.12,0.03,2.26,0.0,0.41,0.0,0.0,41.35,83.07,2.47,39.56,0.0,0.18,0.0,0.0,0.65,0.03,0.26,0.0,57.72,57.14,0.76,1.18,34,3,2,La Liga 2,2
Aitor Córdoba Querejeta,0.0,0.0,88.89,0.12,0.0,0.0,1.2,1.12,0.02,4.44,0.02,0.29,0.0,0.0,32.46,80.24,1.88,39.21,0.0,0.46,0.0,0.0,0.68,0.1,0.2,0.0,56.64,55.68,0.22,0.98,41,2,2,La Liga 2,2
Patrick Sequeira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,28.0,53.57,0.75,25.0,3.5,0.25,0.0,0.0,1.0,0.5,0.5,0.0,0.0,100.0,0.5,0.0,4,1,1,La Liga 2,2
Joan Femenías,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,27.75,73.42,0.75,40.21,1.88,0.38,0.13,0.0,0.75,0.13,0.0,0.0,0.0,0.0,0.0,0.0,8,2,1,La Liga 2,2
Bruno Pirri,0.0,0.0,50.0,0.38,0.0,0.0,1.25,0.5,0.0,4.25,0.0,0.5,0.13,0.0,21.0,75.0,1.38,46.94,0.0,0.13,0.0,0.0,0.63,0.0,0.38,0.0,84.62,63.04,0.88,1.13,8,3,2,La Liga 2,2
Nahuel Tenaglia,0.09,0.12,43.24,1.0,0.06,0.0,1.82,1.26,0.0,2.06,0.0,0.65,0.03,0.03,24.09,62.39,4.47,22.37,0.0,0.32,0.0,0.0,0.62,0.09,0.24,0.0,59.49,55.96,0.88,1.21,34,2,2,La Liga 2,2
Koba Koindredi,0.06,0.0,54.29,0.67,0.0,0.0,0.94,0.39,0.0,0.39,0.0,0.22,0.06,0.11,16.44,76.35,4.11,72.22,0.0,0.0,0.0,0.0,0.5,0.11,0.0,0.0,43.14,52.1,1.61,0.94,18,1,3,La Liga 2,2
Kiko Olivas,0.04,0.08,91.67,0.32,0.0,0.0,0.96,1.52,0.0,2.76,0.04,0.52,0.0,0.0,58.24,92.72,2.6,68.32,0.0,0.28,0.0,0.0,1.0,0.12,0.0,0.0,57.14,60.49,0.92,0.52,25,3,2,La Liga 2,2
Grego Sierra,0.04,0.0,80.0,0.36,0.0,0.0,1.28,1.16,0.0,3.04,0.0,0.2,0.0,0.0,28.2,75.46,2.56,37.67,0.0,0.32,0.0,0.0,0.52,0.04,0.52,0.0,62.69,61.94,0.76,0.92,25,2,2,La Liga 2,2
Mustapha Bundu,0.11,0.07,56.1,0.64,0.0,0.0,0.46,0.18,0.0,0.29,0.0,0.32,0.21,0.07,12.82,80.5,5.14,46.15,0.0,0.0,0.0,0.0,0.25,0.07,0.0,0.0,68.75,52.43,0.25,0.43,28,2,4,La Liga 2,2
Borja Sánchez,0.04,0.04,52.94,0.58,0.0,0.0,1.33,0.46,0.0,0.04,0.0,0.71,0.08,0.08,20.75,78.51,6.0,68.32,0.0,0.0,0.0,0.0,0.33,0.0,0.13,0.0,55.56,52.36,1.08,0.83,24,2,3,La Liga 2,2
Shkodran Mustafi,0.33,0.33,0.0,0.67,0.33,0.0,0.0,0.67,0.0,0.33,0.0,0.33,0.0,0.0,25.67,87.01,1.0,57.14,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,77.78,61.54,0.33,0.67,3,3,2,La Liga 2,2
Álvaro García,0.0,0.0,0.0,0.17,0.0,0.0,2.0,2.67,0.0,1.83,0.0,0.67,0.0,0.0,21.67,67.69,2.0,37.5,0.0,0.17,0.0,0.0,0.83,0.17,0.33,0.0,56.25,52.94,1.0,1.33,6,1,2,La Liga 2,2
Diego Altube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08,0.0,0.0,29.33,61.93,1.08,40.27,2.25,0.25,0.08,0.0,0.92,0.17,0.0,0.0,66.67,60.0,0.08,0.0,12,1,1,La Liga 2,2
Rubén,0.0,0.03,81.82,0.4,0.0,0.0,1.23,1.26,0.0,3.77,0.03,0.26,0.0,0.0,30.97,77.58,1.63,36.59,0.0,0.31,0.0,0.0,0.71,0.2,0.14,0.0,53.46,63.16,1.26,0.46,35,2,2,La Liga 2,2
Cristian Gutiérrez,0.08,0.0,36.17,0.38,0.0,0.0,1.92,0.62,0.0,1.08,0.0,0.65,0.19,0.12,23.85,75.0,6.23,31.88,0.0,0.15,0.0,0.0,0.54,0.12,0.08,0.0,27.27,51.45,0.62,0.27,26,1,2,La Liga 2,2
Miguel Loureiro,0.03,0.0,43.48,0.33,0.0,0.0,2.63,1.68,0.05,2.78,0.0,0.73,0.05,0.03,31.63,65.22,4.35,35.28,0.0,0.3,0.0,0.0,1.1,0.1,0.25,0.0,59.26,58.99,0.75,1.13,40,2,2,La Liga 2,2
Germán Valera,0.05,0.11,52.42,1.16,0.0,0.0,0.97,0.45,0.0,0.08,0.0,0.13,0.08,0.03,20.11,84.16,8.71,50.0,0.0,0.03,0.0,0.0,0.5,0.05,0.08,0.0,31.82,54.57,1.68,0.87,38,1,4,La Liga 2,2
Carlos Pomares Rayo,0.0,0.0,28.57,0.27,0.0,0.0,1.2,0.47,0.0,2.2,0.0,0.07,0.0,0.0,19.33,61.03,4.2,30.91,0.0,0.0,0.0,0.0,0.6,0.0,0.13,0.0,71.88,66.67,0.6,0.53,15,3,2,La Liga 2,2
Ramón Terrats,0.0,0.0,50.0,0.8,0.0,0.0,1.6,0.6,0.0,1.4,0.0,1.4,0.0,0.0,58.6,89.76,12.4,70.0,0.0,0.2,0.0,0.0,0.6,0.2,0.4,0.0,52.94,50.0,2.0,1.6,5,1,3,La Liga 2,2
Nikola Maraš,0.0,0.1,0.0,0.4,0.0,0.0,1.05,0.55,0.1,3.7,0.0,0.25,0.0,0.0,33.4,82.63,1.45,42.53,0.0,0.4,0.0,0.0,0.7,0.05,0.1,0.0,56.16,59.5,0.5,0.75,20,2,2,La Liga 2,2
Sidnei,0.05,0.0,33.33,0.32,0.0,0.0,0.89,0.53,0.0,2.32,0.0,0.26,0.0,0.0,51.58,93.88,2.32,55.32,0.0,0.16,0.0,0.0,0.42,0.05,0.11,0.0,58.7,58.43,0.37,0.53,19,3,2,La Liga 2,2
Alberto Rodríguez,0.08,0.06,71.43,0.72,0.08,0.0,0.83,0.89,0.03,4.83,0.03,0.22,0.0,0.0,36.58,79.88,2.03,36.32,0.0,0.28,0.0,0.0,1.08,0.11,0.11,0.08,58.62,59.03,0.42,0.67,36,2,2,La Liga 2,2
Martín Pascual,0.0,0.06,0.0,0.68,0.0,0.0,1.06,1.03,0.0,5.03,0.03,0.18,0.0,0.0,36.53,77.94,2.12,36.89,0.0,0.24,0.0,0.0,1.18,0.18,0.29,0.0,65.34,63.6,0.65,0.94,34,1,2,La Liga 2,2
Sergio González,0.03,0.09,83.33,0.64,0.03,0.0,0.94,0.67,0.03,3.15,0.0,0.3,0.0,0.03,45.06,82.18,3.33,50.19,0.0,0.3,0.0,0.0,0.76,0.12,0.09,0.0,50.36,54.95,0.48,0.64,33,3,2,La Liga 2,2
Saúl García,0.04,0.0,57.14,0.36,0.0,0.0,1.46,1.0,0.0,1.32,0.0,0.54,0.04,0.04,27.75,75.03,3.71,40.6,0.0,0.21,0.0,0.0,0.54,0.18,0.11,0.0,68.97,58.5,0.46,0.61,28,2,2,La Liga 2,2
Óscar Melendo,0.03,0.03,60.53,0.31,0.0,0.0,0.8,0.43,0.0,0.2,0.0,0.66,0.29,0.09,32.97,87.35,10.4,61.76,0.0,0.03,0.0,0.0,0.37,0.09,0.09,0.0,23.08,50.21,1.66,0.57,35,2,3,La Liga 2,2
André Ferreira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.27,57.81,1.18,35.58,1.36,0.45,0.09,0.09,0.55,0.27,0.0,0.0,100.0,100.0,0.0,0.0,11,2,1,La Liga 2,2
Jon Bautista,0.16,0.16,60.98,1.45,0.03,0.0,0.92,0.08,0.0,0.47,0.0,0.26,0.08,0.08,11.13,59.34,3.39,62.5,0.0,0.0,0.0,0.0,0.63,0.08,0.08,0.0,55.88,49.65,0.58,1.34,38,2,4,La Liga 2,2
Rubén Castro,0.24,0.37,32.43,2.34,0.02,0.0,0.07,0.22,0.0,0.05,0.0,0.32,0.12,0.1,14.15,77.76,6.07,50.0,0.0,0.05,0.0,0.0,0.61,0.07,0.0,0.0,33.96,38.51,0.83,0.39,41,3,4,La Liga 2,2
Pablo Íñiguez,0.11,0.05,50.0,0.21,0.0,0.0,1.05,1.0,0.11,2.16,0.0,0.26,0.0,0.0,58.26,87.8,3.05,33.33,0.0,0.37,0.0,0.0,0.89,0.0,0.11,0.0,46.48,49.25,0.37,0.74,19,2,2,La Liga 2,2
Pablo Insua,0.06,0.03,100.0,0.33,0.03,0.0,1.42,1.03,0.0,3.03,0.0,0.58,0.08,0.03,40.78,81.13,2.53,38.1,0.0,0.22,0.0,0.0,0.83,0.14,0.28,0.03,62.81,60.82,0.56,0.75,36,2,2,La Liga 2,2
Juanfran,0.0,0.0,50.0,0.5,0.0,0.0,1.22,0.94,0.06,1.56,0.0,0.33,0.06,0.0,29.61,81.05,6.72,40.58,0.0,0.11,0.0,0.0,0.89,0.06,0.06,0.0,50.0,58.7,0.67,0.39,18,3,2,La Liga 2,2
Christos Albanis,0.13,0.03,45.16,1.13,0.0,0.0,0.77,0.19,0.0,0.13,0.0,0.74,0.13,0.13,18.84,80.65,7.23,45.45,0.0,0.0,0.0,0.0,0.32,0.06,0.03,0.0,39.13,45.07,0.68,0.39,31,2,4,La Liga 2,2
Jorge Sáenz,0.0,0.08,80.0,0.51,0.0,0.0,0.73,0.86,0.0,4.51,0.03,0.38,0.03,0.0,43.3,79.84,2.22,38.78,0.0,0.3,0.0,0.0,0.76,0.14,0.3,0.0,65.29,58.48,0.46,1.03,37,2,2,La Liga 2,2
Giovanni Zarfino,0.11,0.22,45.0,1.63,0.0,0.0,2.04,0.93,0.0,1.07,0.0,0.7,0.07,0.07,26.7,70.18,3.85,47.44,0.0,0.15,0.0,0.0,0.52,0.07,0.26,0.0,50.0,48.64,0.93,1.48,27,3,3,La Liga 2,2
Alejandro Barbudo Barbu,0.1,0.07,64.29,0.4,0.03,0.0,1.27,0.9,0.0,3.23,0.0,0.47,0.03,0.0,45.1,81.08,3.13,43.3,0.0,0.27,0.0,0.0,0.97,0.17,0.33,0.0,50.96,53.06,1.0,1.47,30,1,2,La Liga 2,2
Aleksandar Sedlar,0.0,0.03,80.0,0.43,0.0,0.0,1.3,1.03,0.0,3.0,0.0,0.37,0.03,0.0,36.33,78.9,2.83,45.51,0.0,0.33,0.0,0.0,0.5,0.2,0.23,0.0,62.6,56.72,0.5,1.47,30,3,2,La Liga 2,2
Toni Moya,0.08,0.0,55.0,0.56,0.0,0.0,0.82,0.59,0.0,0.41,0.0,0.51,0.15,0.1,20.41,75.88,5.33,52.14,0.0,0.05,0.0,0.0,0.28,0.05,0.1,0.0,37.21,46.15,0.51,0.72,39,2,3,La Liga 2,2
Jérémy Blasco,0.03,0.03,100.0,0.21,0.03,0.0,1.28,0.76,0.03,3.9,0.0,0.45,0.03,0.0,34.66,77.21,2.79,45.29,0.0,0.38,0.0,0.0,0.62,0.07,0.14,0.0,50.57,52.02,0.17,0.66,29,1,2,La Liga 2,2
Oriol Rey,0.0,0.05,72.41,0.63,0.0,0.0,1.95,0.56,0.0,0.49,0.02,0.78,0.0,0.05,42.24,85.39,9.34,57.78,0.0,0.15,0.0,0.0,0.95,0.2,0.15,0.0,56.9,55.56,1.0,1.49,41,2,3,La Liga 2,2
Higinio Marín,0.31,0.22,32.76,1.64,0.11,0.0,0.81,0.14,0.0,0.81,0.0,0.28,0.11,0.03,12.83,66.23,2.92,46.15,0.0,0.11,0.0,0.0,0.83,0.11,0.17,0.0,41.33,41.46,1.5,1.39,36,2,4,La Liga 2,2
Bernabé Barragán,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,24.67,59.59,1.2,34.95,2.53,0.27,0.27,0.0,1.03,0.1,0.2,0.0,83.33,85.71,0.07,0.03,30,2,1,La Liga 2,2
Damián Musto,0.03,0.0,55.56,0.31,0.03,0.0,1.64,1.44,0.03,1.44,0.0,0.61,0.03,0.03,39.39,83.85,4.06,56.38,0.0,0.14,0.0,0.0,0.72,0.11,0.44,0.06,58.33,52.38,1.17,2.06,36,3,3,La Liga 2,2
José Amo,0.06,0.03,44.44,0.26,0.0,0.0,0.85,1.15,0.09,3.56,0.03,0.26,0.03,0.0,42.24,86.21,2.26,51.38,0.0,0.29,0.0,0.0,0.85,0.21,0.35,0.03,63.16,56.81,0.82,1.24,34,2,2,La Liga 2,2
Fabio González,0.0,0.0,66.67,0.29,0.0,0.0,1.06,0.65,0.0,0.48,0.0,0.81,0.1,0.03,43.0,87.62,7.94,56.52,0.0,0.19,0.0,0.0,0.32,0.03,0.23,0.0,42.0,52.3,0.87,0.48,31,2,3,La Liga 2,2
Juande Rivas,0.04,0.04,85.71,0.54,0.0,0.0,1.57,1.11,0.0,3.46,0.0,0.46,0.04,0.0,39.21,79.96,2.43,39.6,0.0,0.21,0.0,0.0,0.86,0.11,0.07,0.04,58.18,56.33,0.57,1.18,28,1,2,La Liga 2,2
Matos,0.0,0.07,25.71,0.79,0.0,0.0,2.43,0.86,0.04,1.46,0.0,0.82,0.11,0.18,23.14,71.76,5.14,36.99,0.0,0.07,0.0,0.0,0.79,0.14,0.18,0.0,48.65,60.32,1.93,0.79,28,2,2,La Liga 2,2
Flavien Boyomo,0.03,0.03,70.0,0.46,0.0,0.0,1.49,1.03,0.03,2.59,0.0,0.22,0.03,0.05,48.05,85.04,3.24,52.0,0.0,0.19,0.0,0.0,0.89,0.05,0.27,0.03,67.27,58.27,0.32,1.35,37,1,2,La Liga 2,2
