#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
414,,Gian Filippo Felicioli,0.17,0,100,63.16,1.17,0.33
415,,Dario Del Fabro,0.2,0.1,58.02,57.27,0.5,1
416,,Tomás Esteves,0.04,0,36.36,59.86,0.39,0.39
417,,Luca Ghiringhelli,0.23,0,55,49.02,0.62,0.69
418,,Aldo Florenzi,0.24,0.05,18.52,41.3,2,1.43
419,,Ilias Koutsoupias,0.32,0,50,55.45,1.16,1
420,,Filippo Sgarbi,0.09,0.03,54.69,51.44,0.97,1.71
421,,Andrea Poli,0.18,0,33.33,48.15,0.55,1
422,,Alan Matturro,0,0,33.33,42.86,0,0.5
423,,Vittorio Agostinelli,0,0,0,33.33,0,0
424,,Marin Šverko,0.25,0,50,50,0.25,0.75
425,,Damiano Cancellieri,0.17,0,25,50,0.33,0.67
426,,Alessandro Circati,0.14,0.07,61.67,53.26,0.36,1.14
427,,Marco Nasti,0.4,0,20,29.32,1.08,1.84
428,,Botond Balogh,0.27,0,42.86,49.06,0.67,1.13
429,,Andrea Cagnano,0.31,0,31.82,48,0.46,1.08
430,,Aljaž Struna,0.21,0,65,57.61,0.29,1.29
431,,Roberto Inglese,0.04,0,40.48,37.56,0.92,1
432,,Maxime Leverbe,0.28,0.06,64.15,54.39,0.33,1.11
433,,Danilo Quaranta,0.22,0,42.11,48.84,0.67,1.17
434,,Marco Armellino,0.14,0,51.11,51.03,0.46,0.61
435,,Raúl Moro,0.08,0,40,50,0.5,0.33
436,,Roberto Floriano,0.08,0,25,35.71,0.25,0.33
437,,Flavio Bianchi,0.09,0,25,34.25,0.56,0.59
438,,Nunzio Lella,0.06,0,52.38,48.81,0.67,0.83
439,,Aaron Connolly,0.2,0,100,40,1.4,1
440,,Diego Falcinelli,0.12,0,38.17,39.14,2.39,1.76
441,,Simone Ghidotti,0.06,0,75,66.67,0,0
442,,Leonardo Capezzi,0.15,0,31.25,44,0.38,1.31
443,,Andrea Rispoli,0.17,0,46.94,42.76,0.33,0.8
444,,Karlo Butić,0.08,0,22.73,31.75,0.69,0.46
445,,Antonino La Gumina,0.11,0,32.05,36.51,1.07,0.89
446,,Emil Kornvig,0,0,66.67,50.68,1,1.14
447,,Alin Toșca,0.13,0,39.47,44.44,0.25,0.5
448,,Simone Mazzocchi,0.12,0,37.39,38.37,0.79,0.3
449,,Fabio Ponsi,0.12,0,44.68,45,0.32,1.12
450,,Stefano Sturaro,0.22,0.06,45.24,46.36,0.72,0.94
451,,Davide Agazzi,0.11,0.04,68.97,49.14,0.25,0.93
452,,Vincenzo Millico,0.33,0,40,32.43,0.13,0.67
453,,Lisandru Tramoni,0,0,0,68.75,1,0.4
454,,Paulo Azzi,0.16,0,48.65,46,0.55,1.06
455,,Giuseppe Carriero,0.24,0,45.45,45.75,0.7,0.94
456,,Gabriele Capanni,0.06,0,20,48.72,0.24,0.24
457,,Stipe Vulikić,0,0,50,52.38,0.33,0.33
458,,Mladen Devetak,0.33,0,62.5,45.83,0.17,1
459,,Francesco Donati,0.15,0,29.63,37.38,0.35,0.95
460,,Álex Blanco,0.1,0,21.43,39.15,0.72,0.86
461,,Marko Rog,0.24,0.05,28.57,46.77,1.05,1.14
462,,Nicola Bellomo,0.16,0.04,25,36.23,0.72,0.88
463,,Luca Zanimacchia,0.13,0,30.77,38.97,1,1.06
464,,Mirko Carretta,0.21,0,16.67,41.49,0.95,0.79
465,,Bruno Martella,0.05,0,63.16,53.7,0.2,0.4
466,,Alfredo Donnarumma,0,0,15,34.12,0.57,0.38
467,,Romeo Giovannini,0.05,0,10.53,41.18,0.95,0.64
468,,Fran Karačić,0.36,0.05,58.33,46.27,0.82,1.73
469,,Giuseppe Loiacono,0.15,0,54.29,47.27,0.15,0.69
470,,Christian Pastina,0.31,0.06,25,43.53,0.56,1.44
471,,Paolo Faragò,0.24,0,45.83,51.81,0.29,0.41
472,,Facundo Zabala,0,0,66.67,75,2,0
473,,Federico Accornero,0,0,0,100,1,0
474,,Alessandro Arioli,0,0,0,20,0,0
475,,Demba Thiam,0,0,0,0,0,0
476,,Kalifa Kujabi,0,0,100,75,0,0
477,,Harvey St Clair,0,0,0,100,0,0
478,,Warren Bondo,0,0,0,66.67,0.67,0.33
479,,Lennart Czyborra,0,0,83.33,93.33,1,0.33
480,,Manuel Scavone,0,0,66.67,83.33,0.67,0
481,,Pablo Galdames,0.25,0,0,27.27,0,1
482,,Federico Ravaglia,0.5,0,100,100,0,0
483,,Thomas Battistella,0,0,40,44.44,0,0.25
484,,Lorenzo Carfora,0.13,0,19.05,32.84,1,1.5
485,,Paolo Gozzi Iweru,0,0,35.71,51.92,0.5,0.42
486,,Luka Bogdan,0.15,0,47.5,51.9,0.46,0.85
487,,Simone Rabbi,0.13,0,26.67,41.01,1.17,0.96
488,,Alessio Buttaro,0.12,0,30.43,53.41,0.88,0.76
489,,Mattia Finotto,0.07,0,30,35.88,0.66,0.93
490,,Antonio Candela,0.14,0,41.3,40.49,0.21,0.97
491,,Davide Merola,0.07,0,7.14,37.8,1.07,0.57
492,,Christophe Lungoyi,0.11,0,41.18,48.18,1.22,0.48
493,,Emanuele Terranova,0.1,0,44.23,50.63,0.4,0.45
494,,Ádám Nagy,0.21,0.03,37.29,42.73,0.47,0.94
495,,Stefano Pettinari,0.08,0,42.86,40.26,0.88,0.84
496,,Adryan,0,0,42.86,42.86,1,0.5
497,,Mamadou Tounkara,0.27,0,35.71,34.88,0.73,1.4
498,,Gabriel Lunetta,0.17,0.08,40,41.77,0.58,1.42
499,,Emanuele Zuelli,0,0,0,50,0.6,0.4
500,,Simon Graves Jensen,0,0,38.46,42.11,0.4,0.4
501,,Marino Defendi,0.2,0,39.29,41.67,0.15,0.65
502,,Roko Jureškin,0.1,0,36.36,41.07,0.5,0.8
503,,Alessandro Murgia,0.44,0.06,70.83,48.84,1.39,1.39
504,,Ivan Delić,0,0,31.43,27.42,0.23,0.23
505,,Jérémie Broh,0.1,0,60,50,0.4,0.43
506,,Andrea Magrassi,0.15,0,53.64,45.83,0.54,0.81
507,,Franco Carboni,0.25,0,70.59,49.21,0.17,0.83
508,,Edoardo Iannoni,0.14,0.04,52.83,49.04,0.43,1.18
509,,Alessandro Fiordaliso,0.13,0,47.62,47.92,0.2,0.33
510,,Güven Yalçın,0.14,0,43.24,36,0.32,0.86
511,,Ilario Monterisi,0,0,50,44.83,0.55,1
512,,Andrija Novakovich,0.11,0,53.06,42.36,0.46,0.8
513,,Massimo Zilli,0.1,0,50.43,43.51,0.66,1.24
514,,Andrey Gălăbinov,0,0,33.33,28.57,0,0.25
515,,Alberto Pomini,0.67,0,0,0,0,0
516,,Patrick Amiamo Nuamah,0,0,33.33,52.94,0.33,0.33
517,,Ciro Panico,0.11,0,70,66.67,2.22,0.78
518,,Enrico Brignola,0.1,0,45.45,33.96,0.5,0.95
519,,Alessandro Mattioli,0.07,0,25,51.56,0.93,1
520,,Fabrizio Paghera,0.25,0,40,35,0.17,1.08
521,,Andrea Oliveri,0.13,0,62.5,60,0.5,0.25
522,,Giuseppe Bellusci,0.39,0.11,57.14,56.76,0.94,1.11
523,,Jacopo Da Riva,0.1,0.05,36.36,50,0.35,0.9
524,,Andrea Vallocchia,0,0.09,50,47.69,0.82,0.64
525,,Antoine Hainaut,0.15,0.08,60,46.88,0.54,0.92
526,,Krzysztof Kubica,0.21,0,50,52.94,0.64,0.57
527,,Ryder Matos,0.13,0,17.65,39.06,0.87,0.67
528,,Artur Ioniță,0.08,0.04,46.88,43.2,0.38,1.19
529,,Alessandro Cortinovis,0.08,0.08,14.29,44,0.42,0.5
530,,Niki Mäenpää,0,0,0,0,0,0
531,,Federico Mazzarani,0,0,33.33,60,0.5,1.5
532,,Cristian Galano,0,0,0,42.86,0.5,0.5
533,,Nikita Contini,0,0,100,100,0.25,0
534,,Nicola Rauti,0.12,0,35.29,42.31,0.59,0.88
535,,Mateusz Praszelik,0,0,29.41,39.02,0.67,0.44
536,,Roberto Crivello,0.17,0,40,55.56,1,0.67
537,,Alessandro Mallamo,0.15,0,16.67,46.08,0.85,0.63
538,,Simone Giordano,0.06,0,40,53.01,0.83,0.33
539,,Antonio Barreca,0.05,0,44.44,41.54,0.09,0.5
540,,Francesco Cassata,0.3,0,45.71,45.3,1.04,1.81
541,,Salvatore Dario La Vardera,0.5,0,46.67,47.06,0.38,0.75
542,,Moustapha Cissé,0.11,0,26.19,28,0.22,0.83
543,,Nicholas Siega,0.14,0,47.06,38.2,0.5,1.43
544,,Simy,0,0,50,41.38,0.64,0.55
545,,Davide Mazzocco,0,0,46.67,40.54,0.2,0.5
546,,Nicola Mosti,0.12,0,11.11,29.82,0.41,0.94
547,,Yeferson Paz,0.27,0.04,38.3,41.36,0.58,1.5
548,,Pablo Rodríguez,0.13,0.07,19.44,36.46,2.2,1.67
549,,Carlos Embalo,0.06,0,21.05,30.59,0.67,0.67
550,,Damir Ceter,0.08,0,45.45,41.79,0.42,0.58
551,,Isaías Delpupo,0,0,100,75,0,0
552,,Andrea Ghion,0,0,0,50,1,1
553,,Jay Enem,0,0,0,0,0,0
554,,Filippo Puletto,1,0,100,50,0,1
555,,Mattia Minesso,0,0,33.33,33.33,0,0
556,,Emanuele Agnello,0,0,0,50,0,0
557,,Samuele Righetti,0,0,50,50,0,1
558,,Alassane Sidibe,0.5,0,0,75,1,0.5
559,,Emmanuele Matino,0,0,0,66.67,0.5,0
560,,Agostino Camigliano,0.5,0,100,50,0,0.5
561,,Alberto Almici,0.2,0,50,55.56,0.2,0.6
562,,Marcello Falzerano,0.05,0,27.78,40.97,0.73,1.23
563,,Devid Eugene Bouah,0.33,0.11,37.5,48.57,0.67,1.33
564,,Gabriel Charpentier,0,0,35,33.33,0.13,0.5
565,,Denis Drăguş,0.2,0,16.67,26.32,0.2,0.8
566,,Edoardo Pierozzi,0.2,0,80,47.62,0.2,0.4
567,,Samuel Giovane,0.26,0.04,40.91,44.79,0.91,1.13
568,,Kelvin Yeboah,0.09,0,29.41,23.08,0.64,1.18
569,,Edoardo Bovolon,0,0,0,37.5,1.5,0
570,,Reuven Niemeijer,0.13,0,20,21.95,0.27,0.53
571,,Emmanuel Ekong,0,0,33.33,25.58,0.22,0.89
572,,Samuele Spalluto,0.33,0,100,33.33,0,0.33
573,,Pietro Rovaglia,0,0,0,0,0,1.33
574,,Simone Davì,0.09,0,33.33,48.48,0.45,0.45
575,,Joel Obi,1,0,0,0,0,1
576,,Yonatan Cohen,0,0,0,100,1,0
577,,Jacopo Desogus,1,0,50,36.36,1,2
578,,Alexandre Coeff,0,0,20,37.5,0,1
579,,Shaka Mawuli Eklu,0,0,0,0,0,0
580,,Adam Griger,0,0,0,0,0,1
581,,Matteo Piacentini,0,0,0,0,0,0
582,,Brayan Boci,0,0,0,50,0,0
583,,Edoardo Lancini,0,0,100,50,0,0.67
584,,Dejan Vokić,0,0,0,14.29,0.5,0.5
585,,Andrea Danzi,0.08,0.15,38.46,35,0.08,0.62
586,,Alessandro Seghetti,0,0,0,0,0,0
587,,Davide Voltan,0,0,0,0,0,0
588,,Davide Bertoncini,0,0,0,0,0,0
589,,Alessio Abibi,0,0,100,100,0,0
590,,Jack De Vries,0,0,0,27.78,0.33,1
591,,Leonardo Loria,0,0,0,0,0,0
592,,Pape Samba Thiam,0,0,0,12.5,0,0
593,,Renzo Orihuela,0,0,100,33.33,0,0
594,,Pierluigi Frattali,0,0,0,0,0,0
595,,Gabriel Brazão,0,0,0,100,1,0
596,,Marco Bosisio,0,0,0,0,0,0
597,,Giuseppe Agostino,0,0,0,0,0,0
