#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
420,,Edson Seidou,0.13,0,45.21,52.17,0.97,1.29
421,,Christophe Vincent,0.17,0.03,40.82,40.48,0.9,1.77
422,,Kevin Rocheteau,0.06,0,38.6,44.07,0.89,0.72
423,,Hassane Bandé,0.05,0,28.57,47.76,0.58,0.21
424,,Clement Billemaz,0.23,0,34.15,39.33,0.55,0.77
425,,Samy Benchama,0.06,0,59.65,52.94,0.66,0.63
426,,Ahmad Toure Ngouyamsa,0.18,0,33.33,62.16,0.45,0.36
427,,Xande Silva,0.03,0.03,54.29,44.65,0.94,0.75
428,,Ousseynou Thioune,0.36,0,40.91,44.92,1.04,2.07
429,,Samuel Grandsir,0.14,0,31.25,36.36,0.5,0.86
430,,Kelyan Guessoum,0.17,0,52,53.27,1.17,1.07
431,,Steve Ambri,0.21,0,53.33,57.89,1.14,0.64
432,,Moussa Koné,0.13,0,24,39.51,0.67,0.42
433,,Nesta Elphege,0,0,63.41,50,0.17,1.5
434,,Lenny Pintor,0.14,0,15.38,41.9,0.86,1.14
435,,Yassine Benrahou,0.22,0,11.11,40.63,0.44,0.67
436,,Check Oumar Diakité,0.09,0,0,58.18,0.82,0.73
437,,Nguyễn Quang Hải,0,0,28.57,34.78,0.17,0.33
438,,Joris Sainati,0.36,0.05,58.67,51.46,0.82,1.86
439,,Dembo Sylla,0.17,0,38.89,50.51,0.67,0.7
440,,Antoine Joujou,0,0,47.06,50,0.41,0.29
441,,Lebogang Phiri,0.12,0,42.86,57.14,0.59,0.35
442,,Sofiane Boudraa,0.29,0,16.67,42.86,0.86,1.14
443,,Youssouf Assogba,0.08,0,45.71,41.11,0.42,1
444,,Mathis Picouleau,0.19,0,11.11,43.44,0.5,0.5
445,,Mohamed Yattara,0.1,0,43.02,38.99,0.7,1.35
446,,Dylan Durivaux,0.21,0,43.75,50.81,1.05,1
447,,Joris Moutachy,0.11,0.04,47.22,52.78,1.41,0.96
448,,George Ilenikhena,0,0,45.45,47.46,0.53,0.35
449,,Amine Talal,0,0,55.56,55,0.4,0.3
450,,Saël Kumbedi,0,0,0,26.32,0.25,0.5
451,,Jason Pendant,0.16,0,53.19,50.54,0.41,0.41
452,,Abdoulie Sanyang,0.17,0,25,43.57,1.13,0.8
453,,Sessi D'Almeida,0.23,0.03,45.45,45.92,0.97,1.89
454,,Mohamed Amine Sbai,0.11,0,0,39.18,0.52,0.56
455,,Roger Assalé,0,0,29.41,51.61,1.53,0.53
456,,Warren Caddy,0,0,58.46,48.95,0.75,0.9
457,,Antoine Valerio,0.12,0,39.29,42.86,0.2,0.48
458,,Francois Lajugie,0.14,0.03,69.03,62.19,1.6,1
459,,Amadou Sagna,0.05,0,33.68,42.53,1.08,0.76
460,,Yann Boé-Kane,0.32,0,68.75,43.18,0.68,1.18
461,,Aeron Zinga,0,0,31.03,34.15,0.47,0.93
462,,Arthur Atta,0.06,0,45,36.36,0.25,0.75
463,,Boubacar Fall,0,0,0,100,1,0
464,,Yohan Cassubie,0,0,0,75,1,0
465,,Martin Lecolier,0,0,0,33.33,1,3
466,,Abdoulaye Sidibe,0,0,0,50,0,0
467,,Malick Mbaye,0,0,0,50,0,0
468,,Maidine Douane,0,0,0,14.29,0,1
469,,Tyron Tormin,0,0,0,37.5,0,0.25
470,,Noe Lebreton,0,0,0,50,0,0.17
471,,Setigui Karamoko,0.29,0,50,47.37,0,0.43
472,,Sébastien Cibois,0.38,0,100,60,0.38,0.13
473,,Xhuliano Skuka,0,0,40,52.38,0.56,0.33
474,,Hermann Tebily,0,0,50,52.17,0.27,0.45
475,,Anthony Roncaglia,0.07,0,54.17,51.67,0.2,0.4
476,,Gaëtan Paquiez,0.18,0.05,48.78,51.32,0.55,1.05
477,,Samuel Essende,0.04,0.04,48.65,40.09,1.18,1.46
478,,Owen Gene,0.04,0,32,42.86,0.13,0.58
479,,Joseph Mendes,0.05,0,47.06,46.62,0.77,0.68
480,,Warren Tchimbembé,0.05,0.05,38.89,46.43,0.09,0.5
481,,Landry Nomel,0,0,26.67,40.51,0.33,1
482,,Pape Ibnou Ba,0,0,53.57,43.75,0.56,0.44
483,,Yanis Merdji,0.11,0,30.99,43.33,1.61,0.86
484,,Yoël Armougom,0.05,0,41.67,42.86,0.35,0.65
485,,Abzi Diyaeddine,0.28,0,44.83,45.16,0.45,0.9
486,,Saikou Touray,0.27,0,40.63,43.6,1.23,1.23
487,,Elías Már Ómarsson,0.08,0,25,35.29,0.33,0.42
488,,Loris Néry,0,0,28.57,43.75,0.33,0.67
489,,Alexis Sauvage,0,0,100,55,0.2,0.03
490,,Kassoum Ouattara,0.09,0,38.89,40.46,0.91,1.36
491,,Alois Confais,0.09,0,40,37.04,0.18,0.45
492,,Ilyes Hamache,0.09,0,19.23,42.52,0.78,0.41
493,,Marius Noubissi,0.06,0,32.79,30.46,0.67,1.39
494,,Abdoulaye Bakayoko,0.33,0,44.44,51.56,0.56,1.11
495,,Kader N'Chobi,0.03,0,26.47,36.17,0.48,0.76
496,,Yann Kitala,0.09,0,29.69,28.98,0.69,1.34
497,,Andy Pembélé,0.17,0,50,41.54,0.39,0.61
498,,Eliezer Mayenda,0,0,9.09,33.93,0.47,0.33
499,,David Gomis,0.25,0,50,44.44,0.42,0.33
500,,Jérôme Prior,0,0,75,80,0.09,0
501,,Roli Pereira de Sa,0,0,38.46,40,0.2,0.4
502,,Ange Chibozo,0,0,20,31.71,0.52,0.17
503,,Fabien Centonze,0,0.33,100,57.14,1,0.33
504,,Hamza Mouali,0.33,0,25,52,1,0.5
505,,Grégory Coelho,0.13,0,33.33,54.55,0.75,0.63
506,,Joseph N'Duquidi,0.21,0,38.46,46.51,0.43,0.71
507,,Alberth Elis,0.06,0,29.63,30.93,0.56,0.75
508,,Lenny Joseph,0.07,0,36.73,38.04,0.62,0.76
509,,Ibrahima Baldé,0.05,0,41.38,33.94,0.45,0.95
510,,Anthony Robic,0.13,0,20,33.33,0.75,1.06
511,,Jodel Dossou,0,0,0,30.56,0.36,0.14
512,,Jung-Bin Park,0,0,60,36.36,0.43,0.57
513,,Steven Nsimba,0.14,0,20,23.81,0.29,0.57
514,,Ryan Ferhaoui,0.07,0,52.17,44.32,0.5,0.86
515,,Rayan Nasraoui,0,0,0,60,0.5,0
516,,Andy Logbo,0.5,0,75,53.85,0,0.5
517,,Lucas Rocrou,0,0,100,75,0.33,0.33
518,,Nathan Monzango,0.25,0,66.67,60,0.5,0.5
519,,Aboubacar Lô,0,0,50,33.33,0,0.2
520,,Walid Jarmouni,0,0,38.1,32.56,0.67,1.67
521,,Godwin Bentil,0,0,37.5,35.14,0.3,0.5
522,,Kevin Farade,0.1,0,28.57,17.65,0.1,0.6
523,,Idrissa Camara,0.09,0,23.81,28.09,0.36,0.64
524,,Ylan Gomes,0.2,0,18.18,22.22,0.2,0.6
525,,Théo Le Normand,0,0,0,25,0,0.5
526,,Emeric Depussay,0.08,0,25,42.86,0.08,0.25
527,,Sebastian Ring,0.15,0,40,46.9,0.85,0.69
528,,Rémy Duterte,0.27,0,37.5,51.67,1,0.73
529,,Arnold Temanfo,0.15,0.03,50.79,47.31,0.71,0.97
530,,Justin Smith,0,0,50,52.94,0.67,0.33
531,,Martin Adeline,0.14,0,33.33,37.8,1.43,1.43
532,,Yohann Thuram,0,0,100,75,0.14,0
533,,Walid Nassi,0.09,0,36.36,47.22,0.5,0.45
534,,Jean-Jacques Rocchi,0.08,0,33.33,47.22,0.23,0.58
535,,Bradley Matufueni M'bondo,0.07,0,42.31,50.88,0.07,0.79
536,,Zaydou Youssouf,0,0,66.67,60,2,0
537,,Sanasi Sy,0,0,0,100,0,0
538,,Mathis Touho,0,0,0,0,0,0
539,,Edson Ceita,0,0,0,0,0,0
540,,Matteo D'Antona,0,0,100,50,0,0
541,,Sambou Yatabaré,0.5,0,0,0,0,0.5
542,,Darnell Bile,0.5,0,0,25,0.5,0.5
543,,Marius Zampa,0,0,0,0,0,0
544,,Jean Onana,0,0,62.5,40,1,1.67
545,,Papa Ndiaga Yade,0.67,0,0,35.71,0.67,1
546,,Mokrane Bentoumi,0,0,0,47.37,1.33,0.33
547,,Madou Toure,0.33,0,100,60,1.33,0.67
548,,Isaac Tshipamba,0,0,0,30,0,0.33
549,,Christ Makosso,0.2,0,40,48.48,0.4,0.8
550,,Antoine Batisse,0.18,0.09,54.55,54.29,0.91,1.18
551,,Leon Delpech,0,0.07,66.67,60.38,0.6,0.4
552,,Cheick Traoré,0.21,0.07,34.29,42.86,0.45,0.93
553,,Abiezer Jeno,0.06,0,50,47.58,1.06,1.25
554,,Kevin Tapoko,0.15,0.05,54.84,47.44,0.25,1.25
555,,Samuel Ntamack Ndimba,0,0,23.08,28.36,0.56,0.56
556,,Sebastien Da Silva,0.13,0,55.56,38.46,0.13,0.75
557,,Stefan Bajić,0,0,80,80,0.09,0
558,,Nolan Galves,0.25,0,50,50.98,1.5,1.75
559,,Logan Delaurier-Chaubet,0.05,0.05,25,33.94,0.38,0.52
560,,Nacim El Hassani,0,0,50,50,0.33,0
561,,Theo Bouchlarhem,0,0,33.33,25,0,1
562,,Souleymane Diarra,0.27,0.09,33.33,45.45,0.55,1.36
563,,Lys Mousset,0,0,35.14,33.33,0.36,1.27
564,,Jibril Othman,0,0,100,40,0,0
565,,Sidi Cissé,0,0,0,25,0,0
566,,Marius Ros,0.5,0,50,50,1,1
567,,Matteo Rabuel,0,0,22.22,42.86,0.9,1.1
568,,Mathys Saban,0,0,33.33,38.1,1,1
569,,Vicky Kiankaulua,0.25,0,0,33.33,0,0.75
570,,Florian Michel,0,0,33.33,36.36,0.38,1.75
571,,Yacine El Amri,0,0,60,36.67,0.57,0.43
572,,Redda Benchaa,0,0,33.33,20,0,2
573,,Salifou Soumah,1,0,0,0,0,2
574,,Simon Ebonog,0,0,100,66.67,0,0
575,,Théo Pionnier,0,0,0,50,0,0
576,,David Tebili,0,0,0,0,0,0.5
577,,Loick Lespinasse,0,0,0,0,0,0.5
578,,Iyad Mohamed,0.33,0,0,25,0,0.33
579,,Hady Camara,0,0,50,35.71,0,1
580,,Sofiane Alakouch,0,0,0,40,0,0.2
581,,Salim Ben Seghir,0.06,0,28.57,30.23,0.28,0.44
582,,Oumar Ngom,0.13,0,46.15,40.54,1.25,1.88
583,,Ousmane Ba,0,0,100,100,0.2,0
584,,Anthony Musaba,0,0,25,28.57,0.14,0.57
585,,Andreas Hountondji,0,0,36.36,37.5,0.14,0.29
586,,Noa Savignac,0,0,100,33.33,0,0.67
587,,Damon Bansais,0.2,0,58.33,43.33,0.8,0.4
588,,Kevin Perrot,0,0,50,58.33,0.6,0.6
589,,Guilain Zrankeon,0,0,0,0,0,1
590,,Hamza Sbai,0,0,0,41.67,2,2
591,,Marc Paget,0,0,0,25,0,1
592,,Boubacar Diakhaby,0,0,0,0,0,0
593,,Florian Bianchini,0,0.33,0,30,0.67,0.67
594,,Jonathan Gonçalves,0.17,0,20,27.27,0.17,1.33
595,,Marc-Aurele Caillard,0.5,0,0,0,0,0
596,,Pierrick Cros,0,0,0,25,0,1
597,,Naomichi Ueda,0,0,0,50,0,0
598,,Etienne Green,0,0.25,100,42.86,0.25,0.25
599,,Hillel Konaté,0,0,100,100,0,0
600,,Dongo Da,0,0,33.33,41.67,1,2.5
601,,Daylam Meddah,0.33,0.17,47.62,50,1.17,2
602,,Pape Diallo,0,0,0,0,0,0
603,,Cheikh Fall,0,0,0,0,0,1
604,,Julien Megier,1,0,0,33.33,3,2
605,,Jonathan Ruque,0,0,40,53.33,0.33,0
606,,Bachirou Yaméogo,0,0,0,0,0,2
607,,Noah Raveyre,0,0,0,0,0,0
608,,Pierre Bardy,0,1,0,25,1,2
609,,Nobel Mendy,0,0,0,0,0,0
610,,Mathieu Cachbach,0,0,0,0,0,0
611,,Florian David,0,0,0,0,0,0
612,,Yanis Lhéry,0,0,0,50,0,0
613,,Maguette Diongue,0,0,0,50,0,0
614,,Zakaria Bengueddoudj,0,0,0,0,0,0
615,,Francois-Xavier Fumu Tamuzo,0,0,61.54,60,1,1
616,,Amadou Samoura,0,0,0,0,0,1
617,,Junior Mendes,0,0,0,66.67,1,0
618,,Allan Nengoue,0,0,0,0,0,0
619,,Lilian Raillot,0,0,0,0,0,0
