Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Jhonnier Estrada,0.0,0.0,66.67,0.18,0.0,0.0,0.36,0.82,0.0,1.82,0.0,0.45,0.0,0.0,25.09,76.09,2.09,37.78,0.0,0.09,0.0,0.0,0.64,0.18,0.27,0.0,58.33,38.46,0.18,1.09,11,2,2,Ecuador Serie A,3
Dubar Enríquez,0.0,0.0,100.0,0.17,0.0,0.0,0.42,0.5,0.0,2.17,0.0,0.25,0.0,0.0,10.75,67.44,1.0,46.34,0.0,0.08,0.0,0.0,1.08,0.0,0.08,0.08,50.0,56.9,0.58,0.33,12,3,2,Ecuador Serie A,3
Brayan Angulo,0.0,0.29,50.0,0.79,0.0,0.0,0.36,0.21,0.0,0.14,0.0,0.0,0.0,0.0,8.36,71.79,2.0,75.0,0.0,0.0,0.0,0.0,0.36,0.0,0.14,0.07,33.33,52.27,0.86,0.57,14,2,4,Ecuador Serie A,3
Marlon Quiñónez,0.0,0.0,44.44,0.67,0.0,0.0,0.56,0.61,0.0,1.72,0.0,0.11,0.0,0.0,25.39,68.93,4.39,35.87,0.0,0.17,0.0,0.0,0.78,0.17,0.22,0.06,54.29,53.85,0.89,0.72,18,1,2,Ecuador Serie A,3
Franklin Carabali,0.0,0.0,37.5,0.57,0.0,0.0,0.64,0.57,0.07,2.29,0.0,0.43,0.0,0.0,20.86,73.29,2.36,36.92,0.0,0.21,0.0,0.0,0.93,0.0,0.29,0.07,63.64,50.0,0.71,1.21,14,2,2,Ecuador Serie A,3
Silvio Gutiérrez,0.0,0.0,50.0,0.14,0.0,0.0,0.43,0.43,0.0,0.57,0.0,0.29,0.0,0.0,12.0,78.57,1.14,36.36,0.0,0.0,0.0,0.0,0.43,0.14,0.14,0.0,0.0,41.18,0.43,0.86,7,2,2,Ecuador Serie A,3
Tomson Minda,0.06,0.0,46.15,0.89,0.0,0.0,0.5,0.22,0.0,0.06,0.0,0.17,0.0,0.0,10.44,77.66,3.06,80.0,0.0,0.0,0.0,0.0,1.06,0.11,0.0,0.0,44.44,45.54,1.22,1.11,18,1,3,Ecuador Serie A,3
Stiven Plaza,0.0,0.11,11.11,0.44,0.0,0.0,0.11,0.33,0.0,0.22,0.0,0.0,0.0,0.0,9.44,77.65,3.33,100.0,0.0,0.0,0.0,0.0,0.33,0.0,0.11,0.0,66.67,41.03,0.67,0.56,9,1,4,Ecuador Serie A,3
Luis Arce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,63.64,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1,2,3,Ecuador Serie A,3
Emerson Espinoza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,Ecuador Serie A,3
Erick Viveros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,26.67,2.0,26.67,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,1,2,1,Ecuador Serie A,3
Jordán Mohor,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.67,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.0,0.0,1.0,1,1,3,Ecuador Serie A,3
Gustavo Guerreño,0.0,0.0,50.0,0.67,0.0,0.0,0.67,0.33,0.0,0.33,0.0,0.33,0.0,0.0,5.0,53.33,0.67,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,42.86,34.78,0.67,1.67,3,3,4,Ecuador Serie A,3
Juan Perez,0.0,0.0,100.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,8.8,77.27,2.0,50.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,50.0,0.6,0.0,5,1,3,Ecuador Serie A,3
Ronal Jimenez,0.0,0.0,0.0,0.17,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.33,0.0,0.0,9.33,85.71,2.17,66.67,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,33.33,47.62,1.17,1.0,6,1,3,Ecuador Serie A,3
Carlos Medina,0.0,0.0,100.0,0.11,0.0,0.0,0.78,0.44,0.0,0.89,0.0,0.44,0.0,0.0,14.56,90.08,1.11,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22,0.0,50.0,55.17,0.44,0.44,9,2,2,Ecuador Serie A,3
Jhon Acurio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1,1,4,Ecuador Serie A,3
Daniel Alvarez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,4,Ecuador Serie A,3
Diego Espinosa,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.33,0.0,0.0,1.33,100.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.67,3,2,1,Ecuador Serie A,3
Adrián Gabbarini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,23.75,84.21,0.0,48.28,1.5,0.25,0.5,0.0,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0,4,3,1,Ecuador Serie A,3
Jipson Orovio,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,5.6,75.0,1.2,100.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,25.0,16.67,0.0,1.4,5,2,3,Ecuador Serie A,3
Moisés Corozo,0.0,0.0,0.0,1.14,0.0,0.0,0.57,0.71,0.14,2.29,0.0,0.0,0.0,0.0,22.71,82.39,2.0,58.82,0.0,0.0,0.0,0.0,1.57,0.29,0.29,0.0,68.75,64.29,0.43,0.57,7,3,2,Ecuador Serie A,3
Jose Luis Monaga Quinonez,0.0,0.0,64.71,0.23,0.0,0.0,0.86,0.45,0.09,0.77,0.0,0.45,0.05,0.05,18.41,72.59,3.77,38.24,0.0,0.14,0.0,0.0,0.82,0.14,0.18,0.05,54.84,48.41,0.68,1.36,22,2,2,Ecuador Serie A,3
Dixon Vera,0.0,0.0,55.0,0.61,0.0,0.0,0.78,0.28,0.0,0.28,0.0,0.33,0.17,0.0,9.28,67.07,2.33,42.86,0.0,0.06,0.0,0.0,0.61,0.11,0.22,0.0,0.0,42.16,1.0,0.94,18,1,3,Ecuador Serie A,3
Rody Zambrano,0.0,0.0,75.0,0.1,0.0,0.0,0.57,0.62,0.1,1.0,0.0,0.57,0.05,0.1,19.0,69.67,3.19,30.0,0.0,0.14,0.0,0.0,1.0,0.1,0.24,0.05,56.25,37.96,0.38,1.67,21,2,2,Ecuador Serie A,3
Agustín Dávila,0.0,0.13,0.0,0.63,0.0,0.0,0.38,0.25,0.0,0.25,0.0,0.0,0.0,0.0,3.75,76.67,0.88,100.0,0.0,0.0,0.0,0.0,0.38,0.0,0.25,0.0,12.5,31.58,0.25,0.25,8,1,4,Ecuador Serie A,3
Jordan Yepez,0.09,0.0,33.33,0.64,0.09,0.0,0.18,0.09,0.0,0.27,0.0,0.36,0.0,0.0,6.45,74.65,2.09,100.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,37.5,29.79,0.36,1.0,11,1,3,Ecuador Serie A,3
Jefferson Padilla,0.0,0.2,60.0,0.4,0.0,0.0,1.0,0.4,0.0,0.2,0.0,1.0,0.0,0.0,11.6,67.24,3.0,50.0,0.0,0.0,0.0,0.0,0.6,0.2,0.4,0.0,25.0,38.46,0.2,1.0,5,2,3,Ecuador Serie A,3
Ruyery Blanco,0.0,0.09,0.0,0.45,0.0,0.0,0.09,0.0,0.0,0.18,0.0,0.18,0.09,0.0,3.82,80.95,1.27,50.0,0.0,0.0,0.0,0.0,0.27,0.0,0.18,0.0,42.86,16.0,0.0,1.27,11,2,4,Ecuador Serie A,3
Melvin Diaz,0.0,0.0,33.33,0.3,0.0,0.0,0.9,0.4,0.0,0.4,0.0,0.5,0.0,0.0,17.3,75.14,2.8,26.32,0.0,0.0,0.0,0.0,1.0,0.1,0.4,0.0,37.5,46.15,1.0,0.9,10,1,3,Ecuador Serie A,3
Mejia Marcos,0.0,0.0,44.44,0.75,0.0,0.0,0.88,0.38,0.0,0.5,0.0,1.0,0.0,0.0,13.5,74.07,3.63,26.32,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,33.33,39.02,0.25,0.63,8,2,4,Ecuador Serie A,3
Junior Ayovi,0.0,0.0,52.38,0.17,0.0,0.0,0.35,0.17,0.0,0.39,0.0,0.13,0.04,0.04,8.48,80.51,2.04,28.57,0.0,0.0,0.0,0.0,0.39,0.09,0.04,0.0,45.45,45.57,0.52,0.48,23,1,3,Ecuador Serie A,3
Ayrton Preciado,0.0,0.0,20.0,0.21,0.0,0.0,0.5,0.21,0.0,0.07,0.0,0.36,0.0,0.0,10.86,79.61,3.43,25.0,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.0,20.0,30.36,0.43,0.43,14,2,3,Ecuador Serie A,3
Yeison Nazareno,0.0,0.0,33.33,0.25,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.0,7.25,68.97,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.67,0.0,0.75,4,2,2,Ecuador Serie A,3
Josué Cuero,0.0,0.0,66.67,0.11,0.0,0.0,1.11,1.06,0.0,1.56,0.0,0.5,0.0,0.0,16.44,61.82,2.0,26.0,0.0,0.28,0.0,0.0,0.94,0.11,0.11,0.06,50.0,49.0,0.61,1.33,18,1,2,Ecuador Serie A,3
Joel Alirio Almache Hidalgo,0.0,0.0,63.16,0.36,0.0,0.0,1.29,0.14,0.0,0.43,0.0,0.86,0.0,0.0,12.36,83.82,2.14,41.18,0.0,0.0,0.0,0.0,0.57,0.07,0.14,0.0,50.0,43.96,0.43,1.29,14,2,3,Ecuador Serie A,3
Christian Cruz,0.0,0.0,60.0,0.25,0.0,0.0,1.0,0.5,0.25,0.63,0.0,0.13,0.13,0.13,24.25,79.38,5.5,54.55,0.0,0.0,0.0,0.0,1.13,0.38,0.25,0.0,60.0,48.94,0.75,1.63,8,3,2,Ecuador Serie A,3
Justin Cuero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,4,Ecuador Serie A,3
Kevin Peralta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,3.5,85.71,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,Ecuador Serie A,3
José Orlando Pérez,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.33,0.0,0.0,0.0,0.0,3.67,63.64,0.67,40.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,100.0,60.0,0.0,0.67,3,2,2,Ecuador Serie A,3
Wilson Chuchuca,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,69.23,1.33,100.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,33.33,0.67,0.33,3,1,3,Ecuador Serie A,3
Jaime Ortiz,0.0,0.09,100.0,0.45,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,4.09,62.22,0.91,0.0,0.0,0.0,0.0,0.0,0.18,0.09,0.09,0.0,20.0,22.22,0.45,0.55,11,1,4,Ecuador Serie A,3
Pedro Larrea,0.04,0.09,66.67,0.43,0.0,0.0,0.83,0.39,0.0,0.57,0.0,0.65,0.0,0.0,25.96,82.75,4.09,49.02,0.0,0.0,0.0,0.0,0.87,0.09,0.39,0.09,28.57,42.19,1.0,1.48,23,3,3,Ecuador Serie A,3
Denilson Ovando,0.0,0.0,12.5,0.4,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.4,0.0,0.0,6.0,71.67,1.3,75.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,12.5,10.0,0.1,0.5,10,1,4,Ecuador Serie A,3
Luis Ayala,0.0,0.07,20.0,0.47,0.0,0.0,0.6,0.2,0.0,0.73,0.0,0.33,0.2,0.13,12.0,73.33,2.8,38.89,0.0,0.2,0.0,0.0,0.6,0.07,0.0,0.07,37.5,48.28,1.0,1.07,15,2,3,Ecuador Serie A,3
Jeremy Del Castillo,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.11,2.78,0.0,0.67,0.0,0.0,14.89,72.39,2.22,52.0,0.0,0.11,0.0,0.0,0.78,0.11,0.11,0.0,78.57,58.54,0.33,0.89,9,1,2,Ecuador Serie A,3
Diego Corozo,0.0,0.0,100.0,0.2,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.2,0.0,0.0,9.4,72.34,1.8,28.57,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.2,33.33,50.0,0.0,0.0,5,3,2,Ecuador Serie A,3
Alexander Eras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,22.8,50.88,1.0,32.1,2.2,0.2,0.2,0.0,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,Ecuador Serie A,3
Jordan Morán,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,57.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1,1,2,Ecuador Serie A,3
Gustavo Nnachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,Ecuador Serie A,3
Oscar Jaramillo,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,57.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,4.0,1,2,4,Ecuador Serie A,3
Bryan Wittle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,4,Ecuador Serie A,3
Mayer Mendez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,77.78,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,3,Ecuador Serie A,3
William Ocles,0.0,0.0,33.33,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.14,0.0,0.0,6.71,72.34,1.86,66.67,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,28.57,30.77,0.71,1.0,7,2,3,Ecuador Serie A,3
Andres Garcia,0.0,0.0,50.0,0.0,0.0,0.0,0.4,0.4,0.0,1.8,0.0,0.2,0.0,0.0,22.2,77.48,3.0,44.12,0.0,0.2,0.0,0.0,1.0,0.2,0.4,0.0,100.0,54.55,0.0,0.4,5,2,2,Ecuador Serie A,3
Kevin Sambonino,0.0,0.0,50.0,0.12,0.0,0.0,0.41,0.18,0.0,0.35,0.0,0.53,0.0,0.0,18.0,83.66,2.35,43.33,0.0,0.0,0.0,0.0,0.71,0.06,0.18,0.06,42.86,37.5,0.53,0.47,17,1,3,Ecuador Serie A,3
Henry Quinonez,0.0,0.0,25.0,0.0,0.0,0.0,0.89,1.33,0.0,1.11,0.0,0.67,0.0,0.0,14.56,66.41,2.44,29.03,0.0,0.11,0.0,0.0,1.44,0.22,0.11,0.0,40.0,41.46,0.44,0.89,9,2,2,Ecuador Serie A,3
Marcos Caicedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,100.0,66.67,0.5,0.0,2,3,4,Ecuador Serie A,3
Kevin Rivera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,100.0,50.0,0.5,0.5,2,1,3,Ecuador Serie A,3
Facundo Queiroz,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,6.5,80.77,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,28.57,0.0,0.25,4,2,2,Ecuador Serie A,3
Marcelo Mantilla,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.17,0.0,0.67,0.0,0.5,0.0,0.17,15.33,72.83,2.17,11.76,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.17,50.0,45.45,0.67,0.67,6,1,2,Ecuador Serie A,3
Jonathan Robledo,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.2,0.0,1.0,0.0,0.0,7.2,55.56,1.6,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,100.0,26.32,0.0,0.8,5,2,3,Ecuador Serie A,3
Yerlin Quinonez,0.0,0.0,33.33,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,4.0,80.0,0.4,100.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,50.0,45.83,0.8,0.6,5,1,2,Ecuador Serie A,3
Humberto Acevedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,17.33,76.92,1.0,54.72,0.67,0.17,0.67,0.17,1.33,0.33,0.17,0.0,0.0,50.0,0.17,0.0,6,2,1,Ecuador Serie A,3
Matias Ferreira,0.0,0.0,100.0,0.0,0.0,0.0,0.5,0.57,0.0,0.64,0.0,0.21,0.0,0.0,6.64,64.52,0.71,34.78,0.0,0.0,0.0,0.0,0.79,0.07,0.21,0.0,0.0,44.83,0.36,0.5,14,2,2,Ecuador Serie A,3
Isaac Sanchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,4,Ecuador Serie A,3
Darwin Nazareno,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.5,72.73,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.5,2,1,3,Ecuador Serie A,3
Elkin Ruiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,71.43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2,Ecuador Serie A,3
Luis Felipe Fernandez-Salvador,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,5.33,81.25,0.67,100.0,0.0,0.0,0.0,0.0,0.67,0.0,0.33,0.0,100.0,50.0,0.0,0.67,3,1,3,Ecuador Serie A,3
Darwin Cuero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.71,0.0,0.0,0.0,0.0,22.29,73.08,0.86,44.44,1.14,0.14,0.43,0.0,1.43,0.14,0.14,0.0,100.0,66.67,0.14,0.14,7,2,1,Ecuador Serie A,3
José Luis Quiñones,0.0,0.0,100.0,0.33,0.0,0.0,0.33,0.67,0.0,2.33,0.0,0.0,0.0,0.0,17.67,62.26,1.67,22.22,0.0,0.0,0.0,0.0,1.67,0.0,0.67,0.0,50.0,33.33,0.0,2.0,3,1,3,Ecuador Serie A,3
Juan Martin Rojas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,50.0,1.5,37.04,3.0,0.0,0.5,0.5,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Ecuador Serie A,3
Eduardo Bores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,12.0,61.11,0.67,27.78,1.0,0.0,0.67,0.0,1.33,0.0,0.0,0.0,0.0,100.0,0.67,0.0,3,1,1,Ecuador Serie A,3
Jefferson Quinonez,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,2.5,0.0,2.0,0.5,0.5,10.0,65.0,1.5,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,27.27,0.0,0.0,2,1,3,Ecuador Serie A,3
Byron Carabalí,0.0,0.0,50.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.5,0.0,19.5,76.92,2.5,50.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,50.0,28.57,0.0,1.0,2,1,2,Ecuador Serie A,3
Jeison Mina,0.0,0.0,25.0,0.8,0.0,0.0,0.4,1.2,0.4,2.8,0.0,0.2,0.0,0.0,11.8,72.88,0.2,50.0,0.0,0.0,0.0,0.0,2.0,0.4,0.2,0.0,71.43,54.55,0.8,0.8,5,1,2,Ecuador Serie A,3
Lenin Chininin,0.0,0.0,100.0,0.4,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4,0.0,0.0,9.2,86.96,2.0,100.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,50.0,31.82,0.6,1.6,5,1,3,Ecuador Serie A,3
Carlos Ortiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,36.84,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,Ecuador Serie A,3
Jose Cevallos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,82.19,0.5,45.45,2.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,Ecuador Serie A,3
Luis Cordova,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,18.0,72.22,0.5,33.33,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,100.0,66.67,0.0,1.0,2,1,2,Ecuador Serie A,3
Yuber Mosquera,0.0,0.0,0.0,0.13,0.0,0.0,0.25,0.0,0.25,0.63,0.0,0.0,0.0,0.0,9.13,89.04,0.88,62.5,0.0,0.0,0.0,0.0,1.0,0.13,0.38,0.0,100.0,36.36,0.13,0.88,8,3,2,Ecuador Serie A,3
Jeison Alfonso Dominguez,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.33,0.67,0.0,0.33,0.0,0.0,13.0,76.92,3.0,28.57,0.0,0.0,0.0,0.0,1.33,0.0,0.33,0.0,100.0,62.5,0.33,0.67,3,2,2,Ecuador Serie A,3
Alexi Lemos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.0,75.76,0.0,30.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,Ecuador Serie A,3
Anderson Ordóñez,0.0,0.13,0.0,0.25,0.0,0.0,0.25,0.88,0.13,2.88,0.13,0.13,0.0,0.0,33.25,84.96,1.5,60.53,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.13,56.0,55.0,0.75,0.75,8,2,2,Ecuador Serie A,3
Efrain Garcia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,6.0,83.33,1.0,50.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2,1,2,Ecuador Serie A,3
Gabriel Marques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,Ecuador Serie A,3
Gonzalo Valenzuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,4.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,4,Ecuador Serie A,3
Anthony Alvarez,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,Ecuador Serie A,3
David Ortiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,Ecuador Serie A,3
Luis Moreno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,Ecuador Serie A,3
Lucas Zelarayán,0.34,0.03,55.48,2.93,0.0,0.31,1.07,0.52,0.0,0.03,0.0,0.52,0.41,0.24,39.66,78.87,16.83,66.19,0.0,0.14,0.0,0.0,1.0,0.14,0.1,0.0,33.33,52.65,2.69,0.83,29,3,4,EEUU MLS,4
Carles Gil,0.21,0.24,60.42,2.09,0.0,0.0,0.52,0.27,0.0,0.12,0.0,0.73,0.48,0.27,61.15,82.46,21.48,65.18,0.0,0.27,0.0,0.0,1.27,0.18,0.09,0.0,28.57,60.63,2.67,0.33,33,3,3,EEUU MLS,4
Hany Mukhtar,0.68,0.41,41.18,3.74,0.09,0.18,0.41,0.18,0.0,0.12,0.0,0.59,0.26,0.21,27.38,79.48,8.74,56.86,0.0,0.15,0.0,0.0,0.94,0.21,0.12,0.0,36.36,43.21,2.15,0.68,34,2,4,EEUU MLS,4
